"Kennziffer";"Berufsgruppe";"Gültig"
"53133";"Berufe Brandschutz-kompl.Spez.tät.";"J"
"53134";"Berufe Brandschutz-hoch kompl.Tät.";"J"
"5314";"Berufe Badeaufsicht";"J"
"53142";"Berufe Badeaufsicht-fachl.ausg.Tät.";"J"
"5315";"Detektive/Detektivinnen";"J"
"53152";"Detektive/Detektivinnen-fachl.ausg.Tät.";"J"
"5316";"Inkassobeauftragte";"J"
"53162";"Inkassobeauftragte-fachl.ausg.Tät.";"J"
"5318";"Obj,Pers,Brandsch,Arbeitssich(son.spez.Tät.)";"J"
"53182";"Obj,Pers,Brandsch,Arbeitssich(son.spez.Tät.)-fachl.ausg.Tät.";"J"
"53183";"Obj,Pers,Brandsch,Arbeitssich(son.spez.Tät.)-kompl.Spez.tät.";"J"
"53184";"Obj,Pers,Brandsch,Arbeitssich(son.spez.Tät.)-hoch kompl.Tät.";"J"
"5319";"Aufsichts- & Führungskr.-Obj.,Pers.-,Brandsch.,Arbeitssich.";"J"
"53193";"Aufsichtskr.-Obj.,Pers.-,Brandsch.,Arbeitssich.";"J"
"53194";"Führungskr.-Obj.,Pers.-,Brandsch.,Arbeitssich.";"J"
"532";"Polizeivollzugs- & Kriminaldienst, Gerichts- & Justizvollzug";"J"
"5321";"Berufe Polizeivollzugsdienst";"J"
"53212";"Berufe Polizeivollzugsdienst-fachl.ausg.Tät.";"J"
"53213";"Berufe Polizeivollzugsdienst-kompl.Spez.tät.";"J"
"53214";"Berufe Polizeivollzugsdienst-hoch kompl.Tät.";"J"
"5322";"Berufe Kriminaldienst";"J"
"53222";"Berufe Kriminaldienst-fachl.ausg.Tät.";"J"
"53223";"Berufe Kriminaldienst-kompl.Spez.tät.";"J"
"53224";"Berufe Kriminaldienst-hoch kompl.Tät.";"J"
"5323";"Berufe Gerichtsvollzug";"J"
"53232";"Berufe Gerichtsvollzug-fachl.ausg.Tät.";"J"
"53233";"Berufe Gerichtsvollzug-kompl.Spez.tät.";"J"
"5324";"Berufe Justizvollzugsdienst";"J"
"53241";"Berufe Justizvollzugsdienst-Helf./Anlerntät.";"J"
"53242";"Berufe Justizvollzugsdienst-fachl.ausg.Tät.";"J"
"53243";"Berufe Justizvollzugsdienst-kompl.Spez.tät.";"J"
"53244";"Berufe Justizvollzugsdienst-hoch kompl.Tät.";"J"
"533";"Gewerbe- & Gesundheitsaufsicht, Desinfektion";"J"
"5331";"Berufe Gewerbeaufsicht";"J"
"53312";"Berufe Gewerbeaufsicht-fachl.ausg.Tät.";"J"
"53313";"Berufe Gewerbeaufsicht-kompl.Spez.tät.";"J"
"53314";"Berufe Gewerbeaufsicht-hoch kompl.Tät.";"J"
"5332";"Berufe Gesundheitsaufs. & Hygieneüberwachung";"J"
"53322";"Berufe Gesundheitsaufs. & Hygieneüberwachung-fachl.ausg.Tät.";"J"
"53323";"Berufe Gesundheitsaufs. & Hygieneüberwachung-kompl.Spez.tät.";"J"
"5333";"Berufe Lebensmittelkontrolle";"J"
"53332";"Berufe Lebensmittelkontrolle-fachl.ausg.Tät.";"J"
"53333";"Berufe Lebensmittelkontrolle-kompl.Spez.tät.";"J"
"5334";"Berufe Desinfektion & Schädlingsbekämpfung";"J"
"53342";"Berufe Desinfektion & Schädlingsbekämpfung-fachl.ausg.Tät.";"J"
"5339";"Aufsichts- & Führungskr.-Gewerbe-& Gesundheitsaufs., Desinf.";"J"
"53393";"Aufsichtskr.-Gewerbe-& Gesundheitsaufs., Desinf.";"J"
"53394";"Führungskr.-Gewerbe-& Gesundheitsaufs., Desinf.";"J"
"54";"Reinigungsberufe";"J"
"541";"Reinigung";"J"
"5410";"Berufe Reinigung (o.Spez.)";"J"
"54101";"Berufe Reinigung (o.Spez.)-Helf./Anlerntät.";"J"
"5411";"Berufe Gebäudereinigung";"J"
"54112";"Berufe Gebäudereinigung-fachl.ausg.Tät.";"J"
"54113";"Berufe Gebäudereinigung-kompl.Spez.tät.";"J"
"5412";"Berufe Glas- & Fensterreinigung";"J"
"54122";"Berufe Glas- & Fensterreinigung-fachl.ausg.Tät.";"J"
"5413";"Berufe Textilreinigung";"J"
"54132";"Berufe Textilreinigung-fachl.ausg.Tät.";"J"
"5414";"Berufe Maschinen- & Anlagenreinigung";"J"
"54142";"Berufe Maschinen- & Anlagenreinigung-fachl.ausg.Tät.";"J"
"5415";"Berufe Fahrzeugreinigung";"J"
"54152";"Berufe Fahrzeugreinigung-fachl.ausg.Tät.";"J"
"5418";"Berufe Reinigung (sonst.spez.Tät.)";"J"
"54182";"Berufe Reinigung (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"5419";"Aufsichtskr.-Reinigung";"J"
"54193";"Aufsichtskr.-Reinigung";"J"
"6";"Kaufm.Dienstleist., Warenhandel, Vertrieb, Hotel & Tourismus";"J"
"61";"Einkaufs-, Vertriebs- & Handelsberufe";"J"
"611";"Einkauf & Vertrieb";"J"
"6111";"Berufe Einkauf";"J"
"61112";"Berufe Einkauf-fachl.ausg.Tät.";"J"
"61113";"Berufe Einkauf-kompl.Spez.tät.";"J"
"6112";"Berufe Vertrieb (auß. Inf.-& Kommunik.tech.)";"J"
"61122";"Berufe Vertrieb (auß. Inf.-& Kommunik.tech.)-fachl.ausg.Tät.";"J"
"61123";"Berufe Vertrieb (auß. Inf.-& Kommunik.tech.)-kompl.Spez.tät.";"J"
"61124";"Berufe Vertrieb (auß. Inf.-& Kommunik.tech.)-hoch kompl.Tät.";"J"
"6113";"Handelsmakler/innen & Auktionatoren/-innen";"J"
"61132";"Handelsmakler/innen & Auktionatoren/-innen-fachl.ausg.Tät.";"J"
"61133";"Handelsmakler/innen & Auktionatoren/-innen-kompl.Spez.tät.";"J"
"6114";"Kaufleute Automatenservice";"J"
"61142";"Kaufleute Automatenservice-fachl.ausg.Tät.";"J"
"6115";"Berufe Geld- & Pfandverleih";"J"
"61152";"Berufe Geld- & Pfandverleih-fachl.ausg.Tät.";"J"
"6116";"Berufe Verleih (außer Geld- & Pfandverleih)";"J"
"61162";"Berufe Verleih (außer Geld- & Pfandverleih)-fachl.ausg.Tät.";"J"
"6119";"Führungskr.-Einkauf & Vertrieb";"J"
"61194";"Führungskr.-Einkauf & Vertrieb";"J"
"612";"Handel";"J"
"6120";"Kaufleute Handel (o.Spez.)";"J"
"61203";"Kaufleute Handel (o.Spez.)-kompl.Spez.tät.";"J"
"61204";"Kaufleute Handel (o.Spez.)-hoch kompl.Tät.";"J"
"6121";"Kaufleute Groß- & Außenhandel";"J"
"61212";"Kaufleute Groß- & Außenhandel-fachl.ausg.Tät.";"J"
"61213";"Kaufleute Groß- & Außenhandel-kompl.Spez.tät.";"J"
"61214";"Kaufleute Groß- & Außenhandel-hoch kompl.Tät.";"J"
"6128";"Kaufleute Handel (sonst.spez.Tät.)";"J"
"61282";"Kaufleute Handel (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"61283";"Kaufleute Handel (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"61284";"Kaufleute Handel (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"6129";"Führungskr.-Handel";"J"
"61294";"Führungskr.-Handel";"J"
"613";"Immobilienwirtschaft & Facility-Management";"J"
"6131";"Berufe Immobilienvermarktung & -verwaltung";"J"
"61312";"Berufe Immobilienvermarktung & -verwaltung-fachl.ausg.Tät.";"J"
"61313";"Berufe Immobilienvermarktung & -verwaltung-kompl.Spez.tät.";"J"
"61314";"Berufe Immobilienvermarktung & -verwaltung-hoch kompl.Tät.";"J"
"6132";"Berufe Facility-Management";"J"
"61323";"Berufe Facility-Management-kompl.Spez.tät.";"J"
"6139";"Führungskr.-Immobilienwirtschaft & Facility-Management";"J"
"61394";"Führungskr.-Immobilienwirtschaft & Facility-Management";"J"
"62";"Verkaufsberufe";"J"
"621";"Verkauf (ohne Produktspezialisierung)";"J"
"6210";"Berufe Verkauf (ohne Produktspezialisier.)";"J"
"62101";"Berufe Verkauf (ohne Produktspezialisier.)-Helf./Anlerntät.";"J"
"62102";"Berufe Verkauf (ohne Produktspezialisier.)-fachl.ausg.Tät.";"J"
"62103";"Berufe Verkauf (ohne Produktspezialisier.)-kompl.Spez.tät.";"J"
"6211";"Kassierer/innen & Kartenverkäufer/innen";"J"
"62112";"Kassierer/innen & Kartenverkäufer/innen-fachl.ausg.Tät.";"J"
"6212";"Verkaufsstand- & Marktverkäufer/innen";"J"
"62122";"Verkaufsstand- & Marktverkäufer/innen-fachl.ausg.Tät.";"J"
"6218";"Berufe Verk. (o.Produktsp.)(sonst.spez.Tät.)";"J"
"62182";"Berufe Verk. (o.Produktsp.)(sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"62183";"Berufe Verk. (o.Produktsp.)(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"6219";"Aufsichts- & Führungskr.-Verkauf";"J"
"62193";"Aufsichtskr.-Verkauf";"J"
"62194";"Führungskr.-Verkauf";"J"
"622";"Verkauf Bekleidung, Elektronik, Kraftfahrzeugen & Hartwaren";"J"
"6221";"Berufe Verk. Bekl.,Sportart.,Lederw.&Schuhe";"J"
"62212";"Berufe Verk. Bekl.,Sportart.,Lederw.&Schuhe-fachl.ausg.Tät.";"J"
"6222";"Berufe Verkauf von Schmuck & Uhren";"J"
"62222";"Berufe Verkauf von Schmuck & Uhren-fachl.ausg.Tät.";"J"
"6223";"Berufe Verkauf Bürobed.,Geschenk-&Spielwaren";"J"
"62232";"Berufe Verkauf Bürobed.,Geschenk-&Spielwaren-fachl.ausg.Tät.";"J"
"6224";"Berufe Verk. Elektro-,Elektronik&Haushaltsw.";"J"
"62242";"Berufe Verk. Elektro-,Elektronik&Haushaltsw.-fachl.ausg.Tät.";"J"
"6225";"Berufe Verkauf Möbel & Einrichtungsgegenst.";"J"
"62252";"Berufe Verkauf Möbel & Einrichtungsgegenst.-fachl.ausg.Tät.";"J"
"6226";"Berufe Verk. Garten-,Heimw.-,Haust.-&Zoobed.";"J"
"62262";"Berufe Verk. Garten-,Heimw.-,Haust.-&Zoobed.-fachl.ausg.Tät.";"J"
"6227";"Berufe Verkauf Kraftfahrz., Zweiräder&Zubeh.";"J"
"62272";"Berufe Verkauf Kraftfahrz., Zweiräder&Zubeh.-fachl.ausg.Tät.";"J"
"6228";"Berufe Verkauf (sonst.spez.Tät.)";"J"
"62282";"Berufe Verkauf (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"623";"Verkauf von Lebensmitteln";"J"
"6230";"Berufe Verkauf von Lebensmitteln (o.Spez.)";"J"
"62301";"Berufe Verkauf von Lebensmitteln (o.Spez.)-Helf./Anlerntät.";"J"
"62302";"Berufe Verkauf von Lebensmitteln (o.Spez.)-fachl.ausg.Tät.";"J"
"6231";"Berufe Verkauf von Back- & Konditoreiwaren";"J"
"62312";"Berufe Verkauf von Back- & Konditoreiwaren-fachl.ausg.Tät.";"J"
"6232";"Berufe Verkauf von Fleischwaren";"J"
"62322";"Berufe Verkauf von Fleischwaren-fachl.ausg.Tät.";"J"
"6238";"Berufe Verkauf Lebensmitt. (sonst.spez.Tät.)";"J"
"62382";"Berufe Verkauf Lebensmitt. (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"624";"Verkauf drogerie-&apothekenübl.Waren, Sanitäts-& Medizinbed.";"J"
"6241";"Berufe Verkauf drogerie-&apothekenübl. Waren";"J"
"62412";"Berufe Verkauf drogerie-&apothekenübl. Waren-fachl.ausg.Tät.";"J"
"6242";"Berufe Verkauf von Sanitäts- & Medizinbedarf";"J"
"62422";"Berufe Verkauf von Sanitäts- & Medizinbedarf-fachl.ausg.Tät.";"J"
"625";"Buch-, Kunst-, Antiquitäten- & Musikfachhandel";"J"
"6251";"Berufe Buchhandel";"J"
"62512";"Berufe Buchhandel-fachl.ausg.Tät.";"J"
"62513";"Berufe Buchhandel-kompl.Spez.tät.";"J"
"62514";"Berufe Buchhandel-hoch kompl.Tät.";"J"
"6252";"Berufe Kunst- & Antiquitätenhandel";"J"
"62522";"Berufe Kunst- & Antiquitätenhandel-fachl.ausg.Tät.";"J"
"6253";"Berufe Musikfachhandel";"J"
"62532";"Berufe Musikfachhandel-fachl.ausg.Tät.";"J"
"63";"Tourismus-, Hotel- & Gaststättenberufe";"J"
"631";"Tourismus & Sport";"J"
"6311";"Tourismuskaufleute";"J"
"63112";"Tourismuskaufleute-fachl.ausg.Tät.";"J"
"63113";"Tourismuskaufleute-kompl.Spez.tät.";"J"
"63114";"Tourismuskaufleute-hoch kompl.Tät.";"J"
"6312";"Sport-& Fitnesskaufleute, Sportmanager/innen";"J"
"63122";"Sport-& Fitnesskaufleute, Sportmanager/innen-fachl.ausg.Tät.";"J"
"63123";"Sport-& Fitnesskaufleute, Sportmanager/innen-kompl.Spez.tät.";"J"
"63124";"Sport-& Fitnesskaufleute, Sportmanager/innen-hoch kompl.Tät.";"J"
"6313";"Animateure/-innen & Gästebetreuer/innen";"J"
"63132";"Animateure/-innen & Gästebetreuer/innen-fachl.ausg.Tät.";"J"
"6314";"Reiseleiter/innen & Fremdenführer/innen";"J"
"63142";"Reiseleiter/innen & Fremdenführer/innen-fachl.ausg.Tät.";"J"
"63143";"Reiseleiter/innen & Fremdenführer/innen-kompl.Spez.tät.";"J"
"6319";"Führungskr.-Tourismus & Sport";"J"
"63194";"Führungskr.-Tourismus & Sport";"J"
"632";"Hotellerie";"J"
"6321";"Hotelkaufleute";"J"
"63212";"Hotelkaufleute-fachl.ausg.Tät.";"J"
"63213";"Hotelkaufleute-kompl.Spez.tät.";"J"
"6322";"Berufe Hotelservice";"J"
"63221";"Berufe Hotelservice-Helf./Anlerntät.";"J"
"63222";"Berufe Hotelservice-fachl.ausg.Tät.";"J"
"6329";"Aufsichts- & Führungskr.-Hotellerie";"J"
"63293";"Aufsichtskr.-Hotellerie";"J"
"63294";"Führungskr.-Hotellerie";"J"
"633";"Gastronomie";"J"
"6330";"Berufe Gastronomieservice (o.Spez.)";"J"
"63301";"Berufe Gastronomieservice (o.Spez.)-Helf./Anlerntät.";"J"
"63302";"Berufe Gastronomieservice (o.Spez.)-fachl.ausg.Tät.";"J"
"63303";"Berufe Gastronomieservice (o.Spez.)-kompl.Spez.tät.";"J"
"6331";"Berufe Systemgastronomie";"J"
"63312";"Berufe Systemgastronomie-fachl.ausg.Tät.";"J"
"63313";"Berufe Systemgastronomie-kompl.Spez.tät.";"J"
"6332";"Barkeeper/innen";"J"
"63322";"Barkeeper/innen-fachl.ausg.Tät.";"J"
"6338";"Berufe Gastronomie (sonst.spez.Tät.)";"J"
"63382";"Berufe Gastronomie (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"63383";"Berufe Gastronomie (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"6339";"Aufsichts- & Führungskr.-Gastronomie & Systemgastronomie";"J"
"63393";"Aufsichtskr.-Gastronomie & Systemgastronomie";"J"
"63394";"Führungskr.-Gastronomie & Systemgastronomie";"J"
"634";"Veranstaltungsservice & -management";"J"
"6340";"Berufe Veranstaltungsservice & -management";"J"
"63401";"Berufe Veranstaltungsservice & -management-Helf./Anlerntät.";"J"
"63402";"Berufe Veranstaltungsservice & -management-fachl.ausg.Tät.";"J"
"63403";"Berufe Veranstaltungsservice & -management-kompl.Spez.tät.";"J"
"63404";"Berufe Veranstaltungsservice & -management-hoch kompl.Tät.";"J"
"7";"Unternehmensorganisation, Buchhaltung, Recht & Verwaltung";"J"
"71";"Berufe Unternehmensführung & -organisation";"J"
"711";"Geschäftsführung & Vorstand";"J"
"7110";"Geschäftsführer/innen & Vorstände";"J"
"71104";"Geschäftsführer/innen & Vorstände-hoch kompl.Tät.";"J"
"712";"Angeh. gesetzgeb. Körpersch. & leit.Bedienst. Interessenorg.";"J"
"7121";"Angehörige gesetzgebender Körperschaften";"J"
"71214";"Angehörige gesetzgebender Körperschaften-hoch kompl.Tät.";"J"
"7122";"Leitende Bedienstete von Interessenorganis.";"J"
"71224";"Leitende Bedienstete von Interessenorganis.-hoch kompl.Tät.";"J"
"7123";"Betriebsinterne Wahlämter";"J"
"71234";"Betriebsinterne Wahlämter-hoch kompl.Tät.";"J"
"713";"Unternehmensorganisation & -strategie";"J"
"7130";"Berufe kaufm. & techn. Betriebsw. (o.Spez.)";"J"
"71302";"Berufe kaufm. & techn. Betriebsw. (o.Spez.)-fachl.ausg.Tät.";"J"
"71303";"Berufe kaufm. & techn. Betriebsw. (o.Spez.)-kompl.Spez.tät.";"J"
"71304";"Berufe kaufm. & techn. Betriebsw. (o.Spez.)-hoch kompl.Tät.";"J"
"7131";"Berufe Unternehmensorganisation & -planung";"J"
"71314";"Berufe Unternehmensorganisation & -planung-hoch kompl.Tät.";"J"
"7132";"Berufe Unternehmensberatung";"J"
"71324";"Berufe Unternehmensberatung-hoch kompl.Tät.";"J"
"7133";"Berufe Wirtschaftsförderung";"J"
"71333";"Berufe Wirtschaftsförderung-kompl.Spez.tät.";"J"
"7138";"Berufe Unternehmensorg.&-strat.(s.spez.Tät.)";"J"
"71382";"Berufe Unternehmensorg.&-strat.(s.spez.Tät.)-fachl.ausg.Tät.";"J"
"71383";"Berufe Unternehmensorg.&-strat.(s.spez.Tät.)-kompl.Spez.tät.";"J"
"71384";"Berufe Unternehmensorg.&-strat.(s.spez.Tät.)-hoch kompl.Tät.";"J"
"7139";"Aufsichts- & Führungskr.-Unternehmensorganis. & -strategie";"J"
"71393";"Aufsichtskr.-Unternehmensorganis. & -strategie";"J"
"71394";"Führungskr.-Unternehmensorganis. & -strategie";"J"
"714";"Büro & Sekretariat";"J"
"7140";"Büro- & Sekretariatskräfte (o.Spez.)";"J"
"71401";"Büro- & Sekretariatskräfte (o.Spez.)-Helf./Anlerntät.";"J"
"71402";"Büro- & Sekretariatskräfte (o.Spez.)-fachl.ausg.Tät.";"J"
"71403";"Büro- & Sekretariatskräfte (o.Spez.)-kompl.Spez.tät.";"J"
"7141";"Fremdsprachensekretäre & -korrespondenten";"J"
"71412";"Fremdsprachensekretäre & -korrespondenten-fachl.ausg.Tät.";"J"
"71413";"Fremdsprachensekretäre & -korrespondenten-kompl.Spez.tät.";"J"
"7142";"Dolmetscher/innen & Übersetzer/innen";"J"
"71423";"Dolmetscher/innen & Übersetzer/innen-kompl.Spez.tät.";"J"
"71424";"Dolmetscher/innen & Übersetzer/innen-hoch kompl.Tät.";"J"
"7143";"Steno- & Phonotypisten/-typistinnen";"J"
"71432";"Steno- & Phonotypisten/-typistinnen-fachl.ausg.Tät.";"J"
"71433";"Steno- & Phonotypisten/-typistinnen-kompl.Spez.tät.";"J"
"7144";"Kodierer/innen, Korrekturles. & verw.Bürokr.";"J"
"71442";"Kodierer/innen, Korrekturles. & verw.Bürokr.-fachl.ausg.Tät.";"J"
"7145";"Berufe Auskunft & Kundeninformation";"J"
"71452";"Berufe Auskunft & Kundeninformation-fachl.ausg.Tät.";"J"
"7149";"Aufsichtskr.- Büro & Sekretariat";"J"
"71493";"Aufsichtskr.- Büro & Sekretariat";"J"
"715";"Personalwesen & -dienstleistung";"J"
"7151";"Berufe Personalentwicklung &-sachbearbeitung";"J"
"71512";"Berufe Personalentwicklung &-sachbearbeitung-fachl.ausg.Tät.";"J"
"71513";"Berufe Personalentwicklung &-sachbearbeitung-kompl.Spez.tät.";"J"
"71514";"Berufe Personalentwicklung &-sachbearbeitung-hoch kompl.Tät.";"J"
"7152";"Berufe Personaldienstleistung";"J"
"71522";"Berufe Personaldienstleistung-fachl.ausg.Tät.";"J"
"71523";"Berufe Personaldienstleistung-kompl.Spez.tät.";"J"
"71524";"Berufe Personaldienstleistung-hoch kompl.Tät.";"J"
"7159";"Führungskr.-Personalwesen & -dienstleistung";"J"
"71594";"Führungskr.-Personalwesen & -dienstleistung";"J"
"72";"Berufe Finanzdienstleist., Rechnungswesen & Steuerberatung";"J"
"721";"Versicherungs- & Finanzdienstleistungen";"J"
"7211";"Bankkaufleute";"J"
"72112";"Bankkaufleute-fachl.ausg.Tät.";"J"
"72113";"Bankkaufleute-kompl.Spez.tät.";"J"
"7212";"Anlageberater/innen & sonst.Finanzdienstl.";"J"
"72122";"Anlageberater/innen & sonst.Finanzdienstl.-fachl.ausg.Tät.";"J"
"72123";"Anlageberater/innen & sonst.Finanzdienstl.-kompl.Spez.tät.";"J"
"72124";"Anlageberater/innen & sonst.Finanzdienstl.-hoch kompl.Tät.";"J"
"7213";"Versicherungskaufleute";"J"
"72132";"Versicherungskaufleute-fachl.ausg.Tät.";"J"
"72133";"Versicherungskaufleute-kompl.Spez.tät.";"J"
"72134";"Versicherungskaufleute-hoch kompl.Tät.";"J"
"7214";"Finanzanalysten/-analystinnen";"J"
"72144";"Finanzanalysten/-analystinnen-hoch kompl.Tät.";"J"
"7218";"Berufe Vers.&Finanzdienstl.(sonst.spez.Tät.)";"J"
"72182";"Berufe Vers.&Finanzdienstl.(sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"72183";"Berufe Vers.&Finanzdienstl.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"72184";"Berufe Vers.&Finanzdienstl.(sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"7219";"Führungskr.-Versicherungs- & Finanzdienstleistungen";"J"
"72194";"Führungskr.-Versicherungs- & Finanzdienstleistungen";"J"
"722";"Rechnungswesen, Controlling & Revision";"J"
"7221";"Berufe Buchhaltung";"J"
"72212";"Berufe Buchhaltung-fachl.ausg.Tät.";"J"
"72213";"Berufe Buchhaltung-kompl.Spez.tät.";"J"
"72214";"Berufe Buchhaltung-hoch kompl.Tät.";"J"
"7222";"Berufe Kostenrechnung & Kalkulation";"J"
"72223";"Berufe Kostenrechnung & Kalkulation-kompl.Spez.tät.";"J"
"72224";"Berufe Kostenrechnung & Kalkulation-hoch kompl.Tät.";"J"
"7223";"Berufe Controlling";"J"
"72233";"Berufe Controlling-kompl.Spez.tät.";"J"
"72234";"Berufe Controlling-hoch kompl.Tät.";"J"
"7224";"Berufe Wirtschaftsprüfung";"J"
"72243";"Berufe Wirtschaftsprüfung-kompl.Spez.tät.";"J"
"72244";"Berufe Wirtschaftsprüfung-hoch kompl.Tät.";"J"
"7229";"Führungskr.-Rechnungswesen, Controlling & Revision";"J"
"72294";"Führungskr.-Rechnungswesen, Controlling & Revision";"J"
"723";"Steuerberatung";"J"
"7230";"Berufe Steuerberatung";"J"
"72302";"Berufe Steuerberatung-fachl.ausg.Tät.";"J"
"72303";"Berufe Steuerberatung-kompl.Spez.tät.";"J"
"72304";"Berufe Steuerberatung-hoch kompl.Tät.";"J"
"73";"Berufe Recht & Verwaltung";"J"
"731";"Rechtsberatung, -sprechung & -ordnung";"J"
"7310";"Berufe Rechtsberat.,-sprech.&-ordn.(o.Spez.)";"J"
"73104";"Berufe Rechtsberat.,-sprech.&-ordn.(o.Spez.)-hoch kompl.Tät.";"J"
"7311";"Assistenzkr. Rechtsanwaltskanzlei & Notariat";"J"
"73112";"Assistenzkr. Rechtsanwaltskanzlei & Notariat-fachl.ausg.Tät.";"J"
"73113";"Assistenzkr. Rechtsanwaltskanzlei & Notariat-kompl.Spez.tät.";"J"
"7312";"Notare/Notarinnen";"J"
"73124";"Notare/Notarinnen-hoch kompl.Tät.";"J"
"7313";"Rechtsanwälte/-anwältinnen";"J"
"73134";"Rechtsanwälte/-anwältinnen-hoch kompl.Tät.";"J"
"7314";"Staatsanwälte/-anwältinnen";"J"
"73144";"Staatsanwälte/-anwältinnen-hoch kompl.Tät.";"J"
"7315";"Richter/innen";"J"
"73154";"Richter/innen-hoch kompl.Tät.";"J"
"7316";"Berufe Verfassungsschutz";"J"
"73162";"Berufe Verfassungsschutz-fachl.ausg.Tät.";"J"
"73163";"Berufe Verfassungsschutz-kompl.Spez.tät.";"J"
"73164";"Berufe Verfassungsschutz-hoch kompl.Tät.";"J"
"7318";"Berufe Rechtsb.,-sprech.&-ordn.(s.spez.Tät.)";"J"
"73183";"Berufe Rechtsb.,-sprech.&-ordn.(s.spez.Tät.)-kompl.Spez.tät.";"J"
"73184";"Berufe Rechtsb.,-sprech.&-ordn.(s.spez.Tät.)-hoch kompl.Tät.";"J"
"7319";"Führungskr.-Rechtsberatung, -sprechung & -ordnung";"J"
"73194";"Führungskr.-Rechtsberatung, -sprechung & -ordnung";"J"
"732";"Verwaltung";"J"
"7320";"Berufe öffentliche Verwaltung (o.Spez.)";"J"
"73201";"Berufe öffentliche Verwaltung (o.Spez.)-Helf./Anlerntät.";"J"
"73202";"Berufe öffentliche Verwaltung (o.Spez.)-fachl.ausg.Tät.";"J"
"73203";"Berufe öffentliche Verwaltung (o.Spez.)-kompl.Spez.tät.";"J"
"73204";"Berufe öffentliche Verwaltung (o.Spez.)-hoch kompl.Tät.";"J"
"7321";"Berufe Sozialverwaltung & -versicherung";"J"
"73212";"Berufe Sozialverwaltung & -versicherung-fachl.ausg.Tät.";"J"
"73213";"Berufe Sozialverwaltung & -versicherung-kompl.Spez.tät.";"J"
"73214";"Berufe Sozialverwaltung & -versicherung-hoch kompl.Tät.";"J"
"7322";"Verwaltende Berufe Sozial-& Gesundheitswesen";"J"
"73222";"Verwaltende Berufe Sozial-& Gesundheitswesen-fachl.ausg.Tät.";"J"
"73223";"Verwaltende Berufe Sozial-& Gesundheitswesen-kompl.Spez.tät.";"J"
"73224";"Verwaltende Berufe Sozial-& Gesundheitswesen-hoch kompl.Tät.";"J"
"7323";"Berufe Steuerverwaltung";"J"
"73231";"Berufe Steuerverwaltung-Helf./Anlerntät.";"J"
"73232";"Berufe Steuerverwaltung-fachl.ausg.Tät.";"J"
"73233";"Berufe Steuerverwaltung-kompl.Spez.tät.";"J"
"73234";"Berufe Steuerverwaltung-hoch kompl.Tät.";"J"
"7324";"Berufe Zolldienst";"J"
"73241";"Berufe Zolldienst-Helf./Anlerntät.";"J"
"73242";"Berufe Zolldienst-fachl.ausg.Tät.";"J"
"73243";"Berufe Zolldienst-kompl.Spez.tät.";"J"
"73244";"Berufe Zolldienst-hoch kompl.Tät.";"J"
"7325";"Berufe Justizverwaltung";"J"
"73252";"Berufe Justizverwaltung-fachl.ausg.Tät.";"J"
"73253";"Berufe Justizverwaltung-kompl.Spez.tät.";"J"
"73254";"Berufe Justizverwaltung-hoch kompl.Tät.";"J"
"7328";"Berufe öffentl. Verwaltung (sonst.spez.Tät.)";"J"
"73282";"Berufe öffentl. Verwaltung (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"73283";"Berufe öffentl. Verwaltung (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"73284";"Berufe öffentl. Verwaltung (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"7329";"Aufsichts- & Führungskr.-Verwaltung";"J"
"73293";"Aufsichtskr.-Verwaltung";"J"
"73294";"Führungskr.-Verwaltung";"J"
"733";"Medien-, Dokumentations- & Informationsdienste";"J"
"7331";"Berufe Archivwesen";"J"
"73312";"Berufe Archivwesen-fachl.ausg.Tät.";"J"
"73313";"Berufe Archivwesen-kompl.Spez.tät.";"J"
"73314";"Berufe Archivwesen-hoch kompl.Tät.";"J"
"7332";"Berufe Bibliothekswesen";"J"
"73322";"Berufe Bibliothekswesen-fachl.ausg.Tät.";"J"
"73323";"Berufe Bibliothekswesen-kompl.Spez.tät.";"J"
"73324";"Berufe Bibliothekswesen-hoch kompl.Tät.";"J"
"7333";"Berufe Dokumentations- & Informationsdienst";"J"
"73332";"Berufe Dokumentations- & Informationsdienst-fachl.ausg.Tät.";"J"
"73333";"Berufe Dokumentations- & Informationsdienst-kompl.Spez.tät.";"J"
"73334";"Berufe Dokumentations- & Informationsdienst-hoch kompl.Tät.";"J"
"7334";"Berufe medizinische Dokumentation";"J"
"73342";"Berufe medizinische Dokumentation-fachl.ausg.Tät.";"J"
