"Berufsgruppe";"Bezeichnung"
"101";"Verwaltungsfachangestellte/r - HWK und IHK"
"101";"Verwaltungsfachangestellte/r - Kirchenverwaltung - evangelische Kirche"
"700";"Verwaltungsfachangestellte/r - Kirchenverwaltung - katholische Kirche"
"101";"Verwaltungsfachangestellte/r - Kommunalverwaltung"
"101";"Verwaltungsfachangestellte/r - Landesverwaltung"
"301";"Verwaltungsinformatik (grundständig)"
"302";"Verwaltungsinformatik (weiterführend)"
"403";"Verwaltungsinformatiker/in"
"301";"Verwaltungsmanagement, Public Management (grundständig)"
"302";"Verwaltungsmanagement, Public Management (weiterführend)"
"403";"Verwaltungswirt/in / Verwaltungsbetriebswirt/in"
"403";"Verwaltungswissenschaftler/in"
"105";"Video-Journalist/in"
"700";"Virtual/Augmented Reality-Entwickler/in"
"700";"Visagist/in"
"205";"Visuelle/r Designer/in digital und print"
"403";"Volkswirt/in"
"301";"Volkswirtschaftslehre (grundständig)"
"302";"Volkswirtschaftslehre (weiterführend)"
"700";"Vollziehungsbeamter/-beamtin"
"700";"Vorarbeiter/in - Aus- und Trockenbau"
"700";"Vorarbeiter/in - Berg- und Tagebau"
"700";"Vorarbeiter/in - Bodenverlegung"
"700";"Vorarbeiter/in - Fahrzeuglackierung"
"700";"Vorarbeiter/in - Gartenbau"
"700";"Vorarbeiter/in - Glasherstellung"
"700";"Vorarbeiter/in - Hochbau"
"700";"Vorarbeiter/in - Holzbe- und -verarbeitung"
"700";"Vorarbeiter/in - Industriekeramik"
"700";"Vorarbeiter/in - Kunststoff- und Kautschukherstellung"
"700";"Vorarbeiter/in - Lagerwirtschaft, Güter- und Warenumschlag"
"700";"Vorarbeiter/in - Landwirtschaft"
"700";"Vorarbeiter/in - Maler- und Lackiererarbeiten"
"700";"Vorarbeiter/in - Metallbau"
"700";"Vorarbeiter/in - Metallbearbeitung"
"700";"Vorarbeiter/in - Reinigung"
"700";"Vorarbeiter/in - Sanitär-, Heizungs- und Klimatechnik"
"700";"Vorarbeiter/in - Steinbearbeitung"
"700";"Vorarbeiter/in - Textiltechnik und -produktion"
"700";"Vorarbeiter/in - Tiefbau"
"700";"Vorarbeiter/in - Ver- und Entsorgung"
"700";"Vortragskünstler/in"
"700";"Wachleiter/in - Rettungsdienst"
"401";"Wachsziehermeister/in/Bachelor Professional im Wachszieher-Handwerk"
"700";"Wagenmeister/in (Schienenverkehr)"
"700";"Wahrsager/in"
"301";"Waldorfpädagogik (grundständig)"
"302";"Waldorfpädagogik (weiterführend)"
"700";"Warengruppenleiter/in"
"700";"Wartungs- und Servicetechniker/in - Maschinenbau"
"301";"Wasser- und Bodenmanagement, Wassertechnologie (grundständig)"
"302";"Wasser- und Bodenmanagement, Wassertechnologie (weiterführend)"
"101";"Wasserbauer/in"
"202";"Wasserbaumeister/in"
"202";"Wassermeister/in"
"700";"Wassersportlehrer/in"
"700";"Web Developer"
"205";"Webdesigner/in"
"700";"Weihnachtsmann/-frau"
"301";"Weinbau, Önologie (grundständig)"
"302";"Weinbau, Önologie (weiterführend)"
"700";"Weinbauberater/in"
"401";"Weinküfermeister/in/Bachelor Professional im Weinküfer-Handwerk"
"101";"Weintechnologe/-technologin"
"205";"Wellnessberater/in"
"700";"Werbeleiter/in"
"700";"Werbetexter/in"
"301";"Werbung, Marketingkommunikation (grundständig)"
"302";"Werbung, Marketingkommunikation (weiterführend)"
"700";"Werk-/Betriebsmeister/in"
"101";"Werkfeuerwehrmann/-frau"
"101";"Werkgehilfe/-gehilfin - Schmuckwarenindustrie, Taschen- und Armbanduhren"
"205";"Werkpolier/in - Hochbau"
"205";"Werkpolier/in - Tiefbau"
"700";"Werkschutzleiter/in"
"700";"Werkstattleiter/in"
"401";"Werkstein- und Terrazzoherstellermeister/in/Bachelor Professional im Werkstein- und Terrazzohersteller-Handwerk"
"101";"Werksteinhersteller/in"
"101";"Werkstoffprüfer/in - Kunststofftechnik"
"101";"Werkstoffprüfer/in - Metalltechnik"
"101";"Werkstoffprüfer/in - Systemtechnik"
"101";"Werkstoffprüfer/in - Wärmebehandlungstechnik"
"301";"Werkstoffwissenschaft, -technik (grundständig)"
"302";"Werkstoffwissenschaft, -technik (weiterführend)"
"101";"Werkzeugmechaniker/in"
"700";"Wertpapieranalyst/in"
"700";"Wertpapiersachbearbeiter/in"
"700";"Wett- und Lotterieannehmer/in"
"700";"Wildheger/in"
"700";"Windparkmanager/in"
"101";"Winzer/in"
"202";"Winzermeister/in"
"401";"Wirtschafter/in - Gartenbau/Bachelor Professional in Agrarwirtschaft"
"401";"Wirtschafter/in - Hauswirtschaft/Bachelor Professional in Agrarwirtschaft"
"401";"Wirtschafter/in - Landwirtschaft/Bachelor Professional in Agrarwirtschaft"
"401";"Wirtschafter/in - Milchwirtschaft und Molkereiwesen/Bachelor Professional in Agrarwirtschaft"
"401";"Wirtschafter/in - Weinbau/Bachelor Professional in Agrarwirtschaft"
"301";"Wirtschaftschemie (grundständig)"
"302";"Wirtschaftschemie (weiterführend)"
"403";"Wirtschaftschemiker/in"
"700";"Wirtschaftsethiker/in"
"204";"Wirtschaftsförderer/-förderin"
"204";"Wirtschaftsförderer/-förderin (Weiterbildung)"
"301";"Wirtschaftsinformatik (grundständig)"
"302";"Wirtschaftsinformatik (weiterführend)"
"401";"Wirtschaftsinformatiker/in (Fachschule)/Bachelor Professional in Wirtschaft"
"403";"Wirtschaftsinformatiker/in (Hochschule)"
"403";"Wirtschaftsingenieur/in"
"301";"Wirtschaftsingenieurwesen (grundständig)"
"302";"Wirtschaftsingenieurwesen (weiterführend)"
"403";"Wirtschaftsjurist/in"
"403";"Wirtschaftsmathematiker/in"
"301";"Wirtschaftsphysik (grundständig)"
"302";"Wirtschaftsphysik (weiterführend)"
"403";"Wirtschaftsphysiker/in"
"404";"Wirtschaftsprüfer/in"
"403";"Wirtschaftspsychologe/-psychologin"
"301";"Wirtschaftspsychologie (grundständig)"
"302";"Wirtschaftspsychologie (weiterführend)"
"403";"Wirtschaftspädagoge/-pädagogin"
"301";"Wirtschaftspädagogik (grundständig)"
"302";"Wirtschaftspädagogik (weiterführend)"
"301";"Wirtschaftsrecht (grundständig)"
"302";"Wirtschaftsrecht (weiterführend)"
"301";"Wirtschaftswissenschaften (grundständig)"
"302";"Wirtschaftswissenschaften (weiterführend)"
"105";"Wirtschaftsübersetzer/in"
"700";"Wissenschaftliche/r Mitarbeiter/in"
"700";"Wissensmanager/in"
"700";"Workforce-Manager/in"
"700";"Wundmanager/in"
"101";"Wärme-, Kälte- und Schallschutzisolierer/in"
"401";"Wärme-, Kälte- und Schallschutzisolierermeister/in/Bachelor Professional im Wärme-, Kälte- und Schallschutzisolierer-Handwerk"
"105";"Yogalehrer/in"
"403";"Zahnarzt/-ärztin"
"700";"Zahnarztsekretär/in"
"301";"Zahnmedizin (grundständig)"
"302";"Zahnmedizin (weiterführend)"
"101";"Zahnmedizinische/r Fachangestellte/r"
"205";"Zahnmedizinische/r Fachassistent/in"
"205";"Zahnmedizinische/r Prophylaxeassistent/in"
"205";"Zahnmedizinische/r Verwaltungsassistent/in"
"101";"Zahntechniker/in"
"401";"Zahntechnikermeister/in/Bachelor Professional im Zahntechniker-Handwerk"
"700";"Zauberer/Zauberin"
"101";"Zerspanungsmechaniker/in"
"101";"Zimmerer/Zimmerin"
"205";"Zimmerer/Zimmerin - Restaurierungsarbeiten"
"401";"Zimmerermeister/in/Bachelor Professional im Zimmerer-Handwerk"
"700";"Zulassungsbeauftragte/r"
"101";"Zupfinstrumentenmacher/in - Gitarrenbau"
"101";"Zupfinstrumentenmacher/in - Harfenbau"
"401";"Zupfinstrumentenmachermeister/in/Bachelor Professional im Zupfinstrumentenmacher-Handwerk"
"205";"Zweirad-Servicetechniker/in - motorisierte Zweiradtechnik"
"205";"Zweirad-Servicetechniker/in - nichtmotorisierte Zweiradtechnik"
"401";"Zweiradmechanikermeister/in/Bachelor Professional im Zweiradmechaniker-Handwerk"
"101";"Zweiradmechatroniker/in - Fahrradtechnik"
"101";"Zweiradmechatroniker/in - Motorradtechnik"
"205";"Zweite/r Technische/r Schiffsoffizier/in"
"105";"Zytologieassistent/in"
"700";"Zählerableser/in"
"403";"Ägyptologe/Ägyptologin"
"301";"Ägyptologie (grundständig)"
"302";"Ägyptologie (weiterführend)"
"101";"Änderungsschneider/in"
"301";"Öffentliches Recht (grundständig)"
"302";"Öffentliches Recht (weiterführend)"
"403";"Ökonom/in"
"403";"Ökotrophologe/Ökotrophologin"
"403";"Önologe/Önologin"
"301";"Übersetzen (grundständig)"
"302";"Übersetzen (weiterführend)"
"403";"Übersetzer/in"
"105";"Übersetzer/in (Ausbildung)"
"205";"Übersetzer/in (Weiterbildung)"
